id_firma,sursa,firma,judet,localitate,persoana,email1,email2,telefon1,telefon2,cui,adresa,nume_norm,surse,nr_duplicate
477,ADRESE_2000,ROVERE MOBILI,BUCURESTI,Sector 1,Ariana Badin,,,,,,"SOSEAUA BUCURESTI-PLOIESTI, NR. 42-44, PARTER, CLADIREA B, (ARIPA B2)",ROVERE MOBILI,ADRESE_2000,1
478,ADRESE_2000,ROVIGO SPRL,BUCURESTI,Sector 1,Deleanu Vasile,,,,,,"STR. MARESAL JOSEF PILSUDSKI, NR.2",ROVIGO SPRL,ADRESE_2000,1
479,ADRESE_2000,ROWE ROMANIA SALES AND DISTRIBUTION SRL,BUCURESTI,Sector 3,Constantin Liviu Danila,,,,,,"STR DRUMETULUI, NR 57, ET. 2",ROWE ROMANIA SALES AND DISTRIBUTION,ADRESE_2000,1
480,ADRESE_2000,RURAL OLTENIA SRL,BUCURESTI,Sector 1,Le Bomin Diana,,,,,,"STR. HENRI COANDA, NR. 27, ET. 3, CAM 14",RURAL OLTENIA,ADRESE_2000,1
481,ADRESE_2000,RUSTLER PROPERTY SERVICES,BUCURESTI,Sector 1,State Daniel Silviu,,,,,,"STR. DIONISIE LUPU, NR. 64-66, CORP A, ET. 2, ASTORIA BUSINESS CENTER",RUSTLER PROPERTY SERVICES,ADRESE_2000,1
482,grecia,S 800 CUSTOMER SERVICE PROVIDER SRL,BUCURESTI,Sectorul 5,Axenie Andreea Cosmina,info@teleperformance.ro,office@teleperformance.ro,,,13304410,"BDUL. TUDOR VLADIMIRESCU, NR. 22",S 800 CUSTOMER SERVICE PROVIDER,grecia,1
483,ADRESE_2000,SAATEN UNION,BUCURESTI,Sector 2,Mihai Miritescu,,,,,,"STR. GEN. PRAPORGESCU, NR. 1-5, ET. 2",SAATEN UNION,ADRESE_2000,1
484,ADRESE_2000,SAFIR '94 IMPEX SRL,BUCURESTI,Sector 5,Alecu Marian,,,,,,"SOSEAUA PANDURI, NR. 3, Bl. P32 Sc. 1 Et. 3 Ap. 11",SAFIR 94 IMPEX,ADRESE_2000,1
485,ADRESE_2000,SAINT-GOBAIN RIGIPS ROMANIA,BUCURESTI,Sector 2,Pascutiu Adrian Ovidiu,,,,,,"SOSEAUA PIPERA NR 43, FLOREASCA PARK, CORP A, ET. 3, BIR. 25-41",SAINT GOBAIN RIGIPS ROMANIA,ADRESE_2000,1
486,ADRESE_2000,SAMCO SA,BUCURESTI,Sector 6,Tudosie Mihail,,,,,,BULEVARDUL PRECIZIEI NR. 13-15,SAMCO,ADRESE_2000,1
487,ADRESE_2000,SAMSUNG ELECTRONICS ROMANIA SRL,BUCURESTI,Sector 1,Tiberiu Dobre,,,,,,"SOS. BUCURESTI-PLOIESTI, NR 172-176, ET. 5, WILLBROOK PLATINUM BUSINESS, , CLADIREA A",SAMSUNG ELECTRONICS ROMANIA,ADRESE_2000,1
488,ADRESE_2000,SANADOR SRL,BUCURESTI,Sector 1,Herghelegiu Doru,,,,,,"STR. DR. IACOB FELIX, NR 32",SANADOR,ADRESE_2000,1
489,ADRESE_2000,SANOFI ROMANIA SRL,BUCURESTI,Sector 2,Corina Bunduc,,,,,,"STR. GARA HERASTRAU, NR. 4, ET. 8-9",SANOFI ROMANIA,ADRESE_2000,1
490,grecia,SANTE INTERNATIONAL SA,BUCURESTI,Sectorul 2,Visan Madalina Elena,contact@sante.ro,adriana.veress@sante.ro,,,463070,"SOS. MIHAI BRAVU, NR. 7",SANTE INTERNATIONAL,grecia,1
491,ADRESE_2000,SAP ROMANIA,BUCURESTI,Sector 1,Cristian Popescu,,,,,,"CALEA TIPOGRAFILOR, NR. 11-15,, CLADIREA A 1/LA, ET 2",SAP ROMANIA,ADRESE_2000,1
492,grecia,SARANTIS ROMANIA SA,BUCURESTI,Sectorul 1,Bouras Ioannis,secretariat@sarantisgroup.com,ro-office@sarantisgroup.com,,,34396110,"SOS. BUCURESTI-PLOIESTI, NR. 172-176",SARANTIS ROMANIA,ADRESE_2000;grecia,2
493,ADRESE_2000,SARIS COM 96 SRL,BUCURESTI,Sector 1,Manole Eduard Theodor,,,,,,"STR. PITARUL HRISTACHE, NR. 13-15, ET. 2, CAM. 9",SARIS COM 96,ADRESE_2000,1
494,ADRESE_2000,SBR SOLETANCHE BACHY FUNDATII SRL,BUCURESTI,Sector 1,Sata Lorand Laszlo,,,,,,"STR. TRAIAN, NR. 234, BIROU ILION, ET 6",SBR SOLETANCHE BACHY FUNDATII,ADRESE_2000,2
495,ADRESE_2000,SCANDINAVIAN DESIGN HOUSE ROMANIA,BUCURESTI,Sector 1,Diana-Maria Staicu,,,,,,"SOSEAUA BUCURESTI-PLOIESTI, NR. 44C, GALERIA MOBEXPERT BANEASA",SCANDINAVIAN DESIGN HOUSE ROMANIA,ADRESE_2000,1
496,ADRESE_2000,SCANDO TRADING SRL,BUCURESTI,Sector 5,Octavian Stancu,,,,,,"STR IOVITA NR 23-27, AP 2",SCANDO TRADING,ADRESE_2000,1
497,ADRESE_2000,SCDA INFRASTRUCTURA SRL,BUCURESTI,Sector 2,Stefan Alin Niculae,,,,,,"STR. VIESPARILOR, NR. 51, ET. 2, AP. 1",SCDA INFRASTRUCTURA,ADRESE_2000,1
498,ADRESE_2000,SCHENKER LOGISTICS ROMANIA,BUCURESTI,Sector 5,Adrian Mihaita,,,,,,"CALEA RAHOVEI, NR. 196C",SCHENKER LOGISTICS ROMANIA,ADRESE_2000,1
499,ADRESE_2000,SCHINDLER ROMANIA SRL,BUCURESTI,Sector 6,Ionut Romulus Hatman,,,,,,"STR. PRECIZIEI, NR. 6R, ETAJ 1",SCHINDLER ROMANIA,ADRESE_2000,1
500,ADRESE_2000,SCHLUMBERGER ROMANIA SRL,BUCURESTI,Sector 1,Oarga Ioan- Ciprian,,,,,,"SOSEAUA NICOLAE TITULESCU NR. 4-8, ARIPA DE VEST",SCHLUMBERGER ROMANIA,ADRESE_2000,1
501,ADRESE_2000,SCHNEIDER ELECTRIC ROMANIA SRL,BUCURESTI,Sector 2,Andreea Blenche,,,,,,"STR. GARA HERASTRAU, NR. 4, BL. A, ET. 1",SCHNEIDER ELECTRIC ROMANIA,ADRESE_2000,1
502,ADRESE_2000,SEA ROMANIA SRL,BUCURESTI,Sector 5,Cristian Iulian Mocanu,,,,,,"STRADA PROGRESULUI, NR.110-116",SEA ROMANIA,ADRESE_2000,1
503,ADRESE_2000,SECOM HEALTHCARE SRL,BUCURESTI,Sector 2,Costea Lucia,,,,,,"STR. GARA HERASTRAU, NR. 2, CLADIREA 1, ET. 8, CLADIREA EQUILIBRIUM",SECOM HEALTHCARE,ADRESE_2000,1
504,ADRESE_2000,SENTIENT SRL,BUCURESTI,Sector 1,Victor Croitoru,,,,,,"B-DUL. AVIATORILOR, NR. 63",SENTIENT,ADRESE_2000,1
505,grecia,SEPHORA COSMETICS ROMANIA SA,BUCURESTI,Sectorul 3,Roxana Rasu,office@sephora.ro,fidelitate@sephora.ro,,,361430,"SPL. UNIRII, NR. 165",SEPHORA COSMETICS ROMANIA,grecia,1
506,ADRESE_2000,SERVIER PHARMA SRL,BUCURESTI,Sector 1,Marilena Florentina Banica,,,,,,"STR. TIPOGRAFILOR, NR. 11-15, BL. CORP A1, ET. 3",SERVIER PHARMA,ADRESE_2000,2
507,ADRESE_2000,SHOEBOX PRODUCT ROMANIA SRL,BUCURESTI,Sector 1,Jaramazovic Slobodan,,,,,,"STR. JEAN MONET, NR. 35, AP. 2",SHOEBOX PRODUCT ROMANIA,ADRESE_2000,1
508,ADRESE_2000,SIAD ROMANIA,BUCURESTI,Sector 6,Cristian Rosca,,,,,,"DRUMUL OSIEI, NR. 75-79",SIAD ROMANIA,ADRESE_2000,1
509,grecia,SIDEROM STEEL SRL,BUCURESTI,Sectorul 3,Trakadas Michail,acreanga@siderom.vionet.gr,gneagu@siderom.vionet.gr,,,15240040,"STR. DRUMUL INTRE TARLALE, NR. 42",SIDEROM STEEL,grecia,1
510,ADRESE_2000,SIE ROMANIA,BUCURESTI,Sector 1,Gabriel Vlase,,,,,,"SOS. BUCURESTI-PLOIESTI, NR. 280-282",SIE ROMANIA,ADRESE_2000,1
511,ADRESE_2000,SIEMENS SRL,BUCURESTI,Sector 6,Iulia-Daniela Postolea,,,,,,"STR. PRECIZIEI, NR.24, WEST GATE BUSINESS, ET. 4",SIEMENS,ADRESE_2000,1
512,ADRESE_2000,SIGNIFY ROMANIA SRL,BUCURESTI,Sector 2,Bogdan Balaci,,,,,,"B-DUL BARBU VACARESCU, NR. 301-311, ET. 9/1",SIGNIFY ROMANIA,ADRESE_2000,1
513,ADRESE_2000,SII ROMANIA,BUCURESTI,Sector 5,Eric Matteucci,,,,,,"B-DUL. TIMISOARA, NR. 4 A, ET. 10, AFI PARK 4",SII ROMANIA,ADRESE_2000,1
514,ADRESE_2000,SIMARTIS TELECOM,BUCURESTI,Sector 1,Alexandru Voiculescu,,,,,,"INTRAREA AMZEI, NR. 5, ETAJ 2, AP. 3",SIMARTIS TELECOM,ADRESE_2000,1
515,ADRESE_2000,SINDAN PHARMA SRL,BUCURESTI,Sector 1,Stana Moisescu,,,,,,"B-DUL ION MIHALACHE, NR. 11",SINDAN PHARMA,ADRESE_2000,2
516,ADRESE_2000,SIR GRUP,BUCURESTI,Sector 6,Giza Elena,,,,,,"SOS. ORHIDEELOR, NR. 12 B, HOTEL SIR ORHIDEEA",SIR GRUP,ADRESE_2000,1
517,ADRESE_2000,SIXENSE SOLDATA SAS,BUCURESTI,Sector 1,Garstea Mariana,,,,,,"STR HAGI GHITA, NR. 21A-23",SIXENSE SOLDATA SAS,ADRESE_2000,1
518,ADRESE_2000,SKANSKA CONSTRUCTION ROMANIA,BUCURESTI,Sector 2,Andrada Nut,,,,,,"STR. GARA HERASTRAU, NR. 2-4, ETAJ 3, CLADIREA A, GREEN COURT BUCHAREST",SKANSKA CONSTRUCTION ROMANIA,ADRESE_2000,1
519,ADRESE_2000,SKYLUX CONSTRUCTION SRL,BUCURESTI,Sector 3,Banica Gabriel,,,,,,"STR. MIHAI EMINESCU, NR. 102-104,, ET 5, AP 11",SKYLUX CONSTRUCTION,ADRESE_2000,1
520,ADRESE_2000,SMART ELECTRO DISTRIBUTION SRL,BUCURESTI,Sector 3,Cristina Valentina Dumitra,,,,,,"B-DUL BASARABIA, NR. 256, DEPOZITUL 97 A, COMPLEX INDUSTRIAL FAUR",SMART ELECTRO DISTRIBUTION,ADRESE_2000,1
521,ADRESE_2000,SMART ID DYNAMICS SA,BUCURESTI,Sector 1,Daniel Boangiu,,,,,,"STR. SIRIULUI, NR. 36-40, ET. 2",SMART ID DYNAMICS,ADRESE_2000,1
522,ADRESE_2000,SMART POINT,BUCURESTI,Sector 1,Patrasescu Catalin,,,,,,"STR. HRISTACHE PITARUL, NR. 13-15",SMART POINT,ADRESE_2000,1
523,ADRESE_2000,SMART SA,BUCURESTI,Sector 4,Dir. Mihai Liviu Negoescu,,,,,,"B-DUL GHEORGHE SINCAI, NR. 3, ET. 1, CLADIREA FORMENERG",SMART,ADRESE_2000,1
524,ADRESE_2000,SMARTECH CONSULT SRL,BUCURESTI,Sector 2,Dan Hurezeanu,,,,,,"SOS. PANTELIMON, NR. 229,, BL. 69 SC. 1 ET. 7 AP. 40",SMARTECH CONSULT,ADRESE_2000,1
525,ADRESE_2000,SMARTREE ROMANIA SRL,BUCURESTI,Sector 1,Dan Alexandru Nicolaescu,,,,,,"STR. AV. POPISTEANU, NR. 54 A, BL. 2, ET. 4, EXPO BUSINESS PARK",SMARTREE ROMANIA,ADRESE_2000,1
526,ADRESE_2000,SN NUCLEARELECTRICA SA,BUCURESTI,Sector 1,Cosmin Ghita,,,,,,STR. POLONA NR. 65,SN NUCLEARELECTRICA,ADRESE_2000,1
527,ADRESE_2000,SOCIETATEA ELECTRICA SA,BUCURESTI,Sector 1,Mihai Darie,,,,,,STR. GRIGORE ALEXANDRESCU NR 9,SOCIETATEA ELECTRICA,ADRESE_2000,1
528,ADRESE_2000,SOCIETATEA IOR SA BUCURESTI,BUCURESTI,Sector 3,Oancea Daniel,,,,,,STR. BUCOVINA NR. 4,SOCIETATEA IOR BUCURESTI,ADRESE_2000,1
529,ADRESE_2000,SODEXO PASS ROMANIA SRL,BUCURESTI,Sector 2,Adina Rotileanu,,,,,,"B-DUL DIMITRIE POMPEIU, NR. 9-9A, BL. 19, ET 3, COMPLEX NOVO PARK, CLADIREA G",SODEXO PASS ROMANIA,ADRESE_2000,1
530,grecia,SOF MEDICA SA,BUCURESTI,Sectorul 1,Grigorescu Petruta Cristina,info.ro@sofmedica.com,,,,2865070,"SOS. NICOLAE TITULESCU, NR. 3",SOF MEDICA,ADRESE_2000;grecia,2
531,ADRESE_2000,SOFTELLIGENCE SRL,BUCURESTI,Sector 2,Adrian Blidarus,,,,,,"STR. GARA HERASTRAU, NR. 4D, BL.C, ET. 2",SOFTELLIGENCE,ADRESE_2000,1
532,ADRESE_2000,SOLARIS BUS & COACH ROMANIA,BUCURESTI,Sector 2,Eugen Daniel Ciolan,,,,,,"STR. CORABIA, NR. 5 B",SOLARIS BUS COACH ROMANIA,ADRESE_2000,1
533,ADRESE_2000,SOMACO GRUP PREFABRICATE,BUCURESTI,Sector 1,Miron Sorin,,,,,,"STR. BIHARIA, NR 67-77, ETAJ 2",SOMACO GRUP PREFABRICATE,ADRESE_2000,1
534,ADRESE_2000,SOMACO HOLDING SA,BUCURESTI,Sector 6,Ioan Razvan Buiga,,,,,,"B-DUL TIMISOARA, NR. 92 A, ET. 2",SOMACO HOLDING,ADRESE_2000,1
535,ADRESE_2000,SPECTRUM BRANDS ROMANIA,BUCURESTI,Sector 1,Dan Prisecaru,,,,,,"STR. SIRIULUI, NR. 36-40",SPECTRUM BRANDS ROMANIA,ADRESE_2000,1
536,ADRESE_2000,SPEEH HIDROELECTRICA SA,BUCURESTI,Sector 1,Bogdan Nicolae Badea,,,,,,"BULEVARDUL ION MIHALACHE NR. 15-17, ET. 10, TOWER CENTER",SPEEH HIDROELECTRICA,ADRESE_2000,1
537,ADRESE_2000,SPHERA FRANCHISE GROUP,BUCURESTI,Sector 1,Lucian Hoanca,,,,,,"C ALEA DOROBANTI, NR .239, ETAJ 2",SPHERA FRANCHISE GROUP,ADRESE_2000,1
538,ADRESE_2000,SPITALUL MONZA,BUCURESTI,Sector 2,Dragan Carmen,,,,,,"STR. TONY BULANDRA, NR. 27",SPITALUL MONZA,ADRESE_2000,1
539,ADRESE_2000,SPITALUL REGINA MARIA,BUCURESTI,Sector 1,Hadi Rahimian,,,,,,"PIATA CHARLES DE GAULLE, NR. 15, ET. 4",SPITALUL REGINA MARIA,ADRESE_2000,1
540,ADRESE_2000,SPP ROMANIA,BUCURESTI,Sector 6,Lucian-Silvan Pahontu,,,,,,B-DUL GENIULUI NR. 42 B,SPP ROMANIA,ADRESE_2000,1
541,ADRESE_2000,STALFORT LEGAL,BUCURESTI,Sector 1,Cristiana Stalfort,,,,,,"STR. LT. AV. VASILE FUICA, NR. 15",STALFORT LEGAL,ADRESE_2000,1
542,ADRESE_2000,STARKEY LABORATORIES,BUCURESTI,Sector 2,Valentin Nicolae Stoicescu,,,,,,"STR. GHEORGHE TITEICA, NR. 121 C, ET. 4",STARKEY LABORATORIES,ADRESE_2000,1
543,ADRESE_2000,STEELMET ROMANIA,BUCURESTI,Sector 3,Adriana Marin,,,,,,"STR DRUMUL INTRE TARLALE, NR 42",STEELMET ROMANIA,ADRESE_2000,1
544,ADRESE_2000,STRABAG SRL,BUCURESTI,Sector 5,Marius Adrian Ungureanu,,,,,,"CALEA 13 SEPTEMBRIE, NR 90, ET. 5, CAM. 5. 14",STRABAG,ADRESE_2000,1
545,ADRESE_2000,STRATUM ENERGY ROMANIA LLC,BUCURESTI,Sector 1,Zach Ullah,,,,,,"STR. TIPOGRAFILOR, NR. 11-15, BL. B3, ET.2",STRATUM ENERGY ROMANIA LLC,ADRESE_2000,1
546,ADRESE_2000,STREAM NETWORKS SRL,BUCURESTI,Sector 5,Cristian Breazu,,,,,,"STR. ING. TEODORU, NR. 45",STREAM NETWORKS,ADRESE_2000,1
547,ADRESE_2000,STUDIO 10M ZERVA CROITORU MEDVEDOVICI ARHITECTI ASOCIATI SRL,BUCURESTI,Sector 1,Adrian-Emilian Zerva,,,,,,"B-DUL. ION MIHALACHE, NR. 111 B",STUDIO 10M ZERVA CROITORU MEDVEDOVICI ARHITECTI ASOCIATI,ADRESE_2000,1
548,ADRESE_2000,STUDIO ART CONSTRUCT,BUCURESTI,Sector 1,Ghita Catalin - Florin,,,,,,"STR. ANTON PAVLOVICI CEHOV, NR. 2",STUDIO ART CONSTRUCT,ADRESE_2000,1
549,grecia,SUNMEDAIR TRAVEL & TOURISM SERVICES SRL,BUCURESTI,Sectorul 2,,office@gotravel.ro,marketing@gotravel.ro,,,717310,"STR. LT. ALEXANDRU PAULESCU, NR. 31",SUNMEDAIR TRAVEL TOURISM SERVICES,grecia,1
550,ADRESE_2000,SVN ROMANIA COMMERCIAL REAL ESTATE,BUCURESTI,Sector 1,Ionut Nicolescu,,,,,,"STR. ANDREI MURESANU, NR. 21, ET. 1",SVN ROMANIA COMMERCIAL REAL ESTATE,ADRESE_2000,1
551,ADRESE_2000,SYNERGY CONSTRUCT,BUCURESTI,Sector 2,Catalina Mitrea (Chirica),,,,,,"STR. GARA HERASTRAU, NR. 2, BL. 1, ET. 8",SYNERGY CONSTRUCT,ADRESE_2000,1
552,ADRESE_2000,SYNEVO ROMANIA,BUCURESTI,Sector 2,Stubbington Paul John,,,,,,"B-DUL PACHE PROTOPOPESCU, NR. 81, ETAJ 2",SYNEVO ROMANIA,ADRESE_2000,1
553,grecia,SYNOTECH GLOBAL SERVICES ROMANIA SRL,BUCURESTI,Sectorul 1,Popescu Manuela Carolina,info@synotech.com,office@synotech.com,,,229550,"STR. STIRBEI VODA, NR. 104-106",SYNOTECH GLOBAL SERVICES ROMANIA,grecia,1
554,ADRESE_2000,SYSCOM,BUCURESTI,Sector 3,Valentin Andronache,,,,,,"B-DUL BASARABIA, NR.177",SYSCOM,ADRESE_2000,1
555,ADRESE_2000,SYSCOM DIGITAL,BUCURESTI,Sector 1,Ana Maria Novolan,,,,,,"STR. CARL KNAPPE, NR. 41",SYSCOM DIGITAL,ADRESE_2000,1
556,ADRESE_2000,TAKEDA PHARMACEUTICALS SRL,BUCURESTI,Sector 1,Dominika Kovacs,,,,,,"P-TA PRESEI LIBERE, NR. 3-5, ET. 15",TAKEDA PHARMACEUTICALS,ADRESE_2000,1
557,ADRESE_2000,TARSAGO ROMANIA,BUCURESTI,Sector 3,Saffell Jack,,,,,,"STR. VULTURILOR, NR. 18-18 A, ET. 3",TARSAGO ROMANIA,ADRESE_2000,1
558,ADRESE_2000,TCE AGROSUIND SRL,BUCURESTI,Sector 1,Tarata Mihai,,,,,,"SOSEAUA BUC-PLOIESTI, NR. 172-176, CORP A2, ET.2,, BIR. 6",TCE AGROSUIND,ADRESE_2000,1
559,ADRESE_2000,TCHIBO BRANDS,BUCURESTI,Sector 1,Noemi Varga,,,,,,"CALEA FLOREASCA, NR. 55, ET. 3, AP. SECT. 1",TCHIBO BRANDS,ADRESE_2000,1
560,ADRESE_2000,TEAMNET INTERNATIONAL,BUCURESTI,Sector 6,Bogdan Padiu,,,,,,"B-DUL IULIU MANIU, NR. 7, ET, 2. BIR. 18, CORP Z",TEAMNET INTERNATIONAL,ADRESE_2000,1
561,ADRESE_2000,TECHNOELECTRIC SRL,BUCURESTI,Sector 2,Geanina Simileanu,,,,,,"STR. TORENTULUI, NR. 2",TECHNOELECTRIC,ADRESE_2000,1
562,ADRESE_2000,TECHTEX SRL,BUCURESTI,,Bogdan Mircea Man,,,,,,"SOS. BUC-PLOIESTI, NR. 42-44, CLADIRE B, BANEASA BUSINESS&TECHNOLOGY PARK",TECHTEX,ADRESE_2000,1
563,ADRESE_2000,TECHVENTURES BANK,BUCURESTI,Sector 1,Cristian Nae,,,,,,"STR. D. DANIELOPOLU, NR. 30-33",TECHVENTURES BANK,ADRESE_2000,1
564,ADRESE_2000,TECSA BUSINESS SRL,BUCURESTI,Sector 3,Aydogan Murat,,,,,,"B-DUL DECEBAL, NR. 14, BL. S 6, ET. 4, AP.69",TECSA BUSINESS,ADRESE_2000,1
565,ADRESE_2000,TEHNIC GROUP SAB T.G.S. SRL,BUCURESTI,Sector 4,Sabaru Alexandru Ionut,,,,,,"STR. DUMINICII, NR. 3",TEHNIC GROUP SAB T G S,ADRESE_2000,1
566,ADRESE_2000,TEHNO ELECTRO MEDICAL COMPANY SRL,BUCURESTI,Sector 2,Bogdan Cristian Manea,,,,,,"STR. CALUSEI, NR. 69 A",TEHNO ELECTRO MEDICAL COMPANY,ADRESE_2000,1
567,grecia,TELEKOM ROMANIA MOBILE COMMUNICATIONS SA,BUCURESTI,Sectorul 1,Konstantinos Liamidis,recrutare@telekom.ro,info@burseletelekom.ro,,,8289660,"BDUL. EXPOZITIEI, NR. 1 C",TELEKOM ROMANIA MOBILE COMMUNICATIONS,grecia,1
568,ADRESE_2000,TELETRANS SA,BUCURESTI,Sector 1,Dragos Roibu,,,,,,"STRADA POLONA, NR. 68-72, BUSINESS CENTER",TELETRANS,ADRESE_2000,1
569,grecia,TEMA ENERGY SA,BUCURESTI,Sectorul 2,Manole Mihai Marian,office@tema-energy.ro,iulian.vasile@tema-energy.ro,,,403860,"SOS. VERGULUI, NR. 14A",TEMA ENERGY,ADRESE_2000;grecia,2
570,ADRESE_2000,TEMPERA ADVERTISING,BUCURESTI,Sector 6,Laurentiu Sarghie,,,,,,"B-DUL TIMISOARA, NR. 84, COMPLEX COMET",TEMPERA ADVERTISING,ADRESE_2000,1
571,ADRESE_2000,TEMPO ADVERTISING,BUCURESTI,Sector 1,Grigoriu Corina,,,,,,"STR. GEORGE ENESCU, NR. 11-11 A,, ET. 5, BIR. 8 A",TEMPO ADVERTISING,ADRESE_2000,1
572,ADRESE_2000,TEMPOS SERV SRL,BUCURESTI,Sector 2,Ion Biscu,,,,,,"SOS. STEFAN CEL MARE, NR. 240, BL. 59 A, AP.97",TEMPOS SERV,ADRESE_2000,1
573,ADRESE_2000,TESARO KIT CONSTRUCT,BUCURESTI,Sector 2,Ciprian-Constantin Platon,,,,,,"STR. OLARI, NR 7A, ETAJ 6, CAM. 1",TESARO KIT CONSTRUCT,ADRESE_2000,1
574,ADRESE_2000,TEVA PHARMACEUTICALS SRL,BUCURESTI,Sector 2,Stana Moisescu,,,,,,"STR. DOMNITA RUXANDRA, NR. 12, ET. P,",TEVA PHARMACEUTICALS,ADRESE_2000,1
575,ADRESE_2000,THE HOUSE PR AGENCY,BUCURESTI,Sector 2,Valeria Tudor,,,,,,"B-DUL DIMITRIE POMPEIU, NR. 4-6, PIPERA, GLOBALWORTH CAMPUS A",THE HOUSE PR AGENCY,ADRESE_2000,1
576,ADRESE_2000,THE PUBLIC ADVISORS SRL,BUCURESTI,Sector 2,Simona Liliana Dan,,,,,,"B-DUL DACIA, NR. 99, BIROU 4, ETAJ 3",THE PUBLIC ADVISORS,ADRESE_2000,1
577,ADRESE_2000,THINKDIGITAL INTERNET & ADVERTISING,BUCURESTI,Sector 1,Dragos Stanca,,,,,,"STR. SEVASTOPOL, NR. 17 C, SC. A, AP. 1",THINKDIGITAL INTERNET ADVERTISING,ADRESE_2000,1
578,ADRESE_2000,TIMAC AGRO ROMANIA,BUCURESTI,Sector 2,Catalin Adrian Dragan,,,,,,"B-DUL DIMITRIE POMPEIU, NR. 10 A, ET. 1, BL. CONECT III",TIMAC AGRO ROMANIA,ADRESE_2000,1
579,ADRESE_2000,TINMAR ENERGY SA,BUCURESTI,Sector 1,George Alexandru Oancea,,,,,,"CALEA FLOREASCA, NR. 246 C, ET. 17",TINMAR ENERGY,ADRESE_2000,1
580,ADRESE_2000,TIRIAC AUTO,BUCURESTI,Sector 1,Marius Marian Mihail,,,,,,"B-DUL EXPOZITIEI, NR. 2, BL. C 9",TIRIAC AUTO,ADRESE_2000,1
581,ADRESE_2000,TIRIAC HOLDINGS,BUCURESTI,Sector 1,Petru Vaduva,,,,,,"SOSEAUA NORDULUI, NR. 24-26",TIRIAC HOLDINGS,ADRESE_2000,1
582,ADRESE_2000,TITAN MASINI GRELE,BUCURESTI,Sector 3,Ahmed Abou El Nasr,,,,,,"B-DUL BASARABIA, NR. 250",TITAN MASINI GRELE,ADRESE_2000,1
583,ADRESE_2000,TNT ROMANIA SRL,BUCURESTI,Sector 1,Bogdan Constantin Enache,,,,,,"SOSEAUA BUCURESTI-PLOIESTI, NR 172-176,, PLATINIUM BUSINESS, CLADIREA B, ET 2",TNT ROMANIA,ADRESE_2000,1
584,ADRESE_2000,TONICA GROUP SRL,BUCURESTI,Sector 4,Vlad Anca,,,,,,"B-DUL UNIRII, NR. 15, BL. B3, MEZ, BIR. 8",TONICA GROUP,ADRESE_2000,1
585,ADRESE_2000,TOP LINE EUROPA,BUCURESTI,Sector 4,Diana Baicu,,,,,,"B-DUL REGINA MARIA, NR. 14, ET. 5",TOP LINE EUROPA,ADRESE_2000,1
586,ADRESE_2000,TOTAL PR BUSINESS,BUCURESTI,Sector 1,Mares Constantin - Cosmin,,,,,,"STR EMANOIL PORUMBARU NR 79, PARTER",TOTAL PR BUSINESS,ADRESE_2000,1
587,ADRESE_2000,TOYOTA MATERIAL HANDLING ROMANIA,BUCURESTI,Sector 4,Gabriel Carsofschi,,,,,,"SOS. BERCENI, NR. 104 V",TOYOTA MATERIAL HANDLING ROMANIA,ADRESE_2000,1
588,ADRESE_2000,TPA ROMANIA,BUCURESTI,Sector 1,Alina Cirstea,,,,,,"STR. PROF. GRIGORE COBALCESCU, NR 46",TPA ROMANIA,ADRESE_2000,1
589,ADRESE_2000,TRADEVILLE,BUCURESTI,Sector 3,Mihaela Ioana Biciu,,,,,,"CALEA VITAN, NR. 6 A, BL. B, TRONSON B, ET. 3, PHOENIX TOWER",TRADEVILLE,ADRESE_2000,1
590,ADRESE_2000,TRANS AGROPRODUCT SRL,BUCURESTI,Sector 3,Radu Florian,,,,,,"B-DUL THEODOR PALLADY, NR 23, BL.V10, SC.B, AP. 66",TRANS AGROPRODUCT,ADRESE_2000,1
591,ADRESE_2000,TRANSELECTRICA SA,BUCURESTI,Sector 1,Catalin Nitu,,,,,,"B-DUL G-RAL GH. MAGHERU, NR. 33",TRANSELECTRICA,ADRESE_2000,1
592,ADRESE_2000,TRANSENERGO COM SA,BUCURESTI,Sector 5,Rada Coman,,,,,,"CALEA 13 SEPTEMBRIE, NR. 90, ETAJ 2",TRANSENERGO COM,ADRESE_2000,1
593,ADRESE_2000,TRAVEL COMMUNICATION,BUCURESTI,Sector 4,Razvan Pascu,,,,,,"SPLAIUL UNIRII, NR. 168, CLADIREA T2, AP. 1601",TRAVEL COMMUNICATION,ADRESE_2000,1
594,ADRESE_2000,TRIDENT PHARMA SRL,BUCURESTI,Sector 1,Gabriel Grigore,,,,,,"INTR. SCOALA HERASTRAU, NR.9, ET. 4, AP. 5",TRIDENT PHARMA,ADRESE_2000,1
595,ADRESE_2000,TRUST MOTORS SRL,BUCURESTI,Sector 6,Iacob Andrei Stefan,,,,,,"B-DUL IULIU MANIU, NR. 572-574",TRUST MOTORS,ADRESE_2000,1
596,ADRESE_2000,TRUSTUL DE CLADIRI METROPOLITANE,BUCURESTI,Sector 3,Cristian Hiver,,,,,,"STR. BABA NOVAC, NR. 9",TRUSTUL DE CLADIRI METROPOLITANE,ADRESE_2000,1
597,ADRESE_2000,TU AGRAR FARM SRL,BUCURESTI,Sector 6,Curelaru Florin,,,,,,"BULEVARDUL TIMISOARA, NR. 26,, PLAZZA ROMANIA OFFICES",TU AGRAR FARM,ADRESE_2000,1
